FullName;Price;Name;ProductionDate;Klm;CubicCapacity;Horsepower;GasType;GearBox;Age
Hyundai H-1 '16;16000.0;Hyundai;2016-08-01;189000.0;2497.0;115.0;Πετρέλαιο;Manual;8
Mercedes-Benz C 200 '19;47500.0;Mercedes-Benz;2019-06-01;59000.0;1497.0;184.0;Βενζίνη;Αυτόματο;5
Citroen C3 '19 BlueHDi 100 S&S Corporate 1.5;9900.0;Citroen;2019-04-01;140950.0;1499.0;100.0;Πετρέλαιο;Manual;5
Suzuki SJ Samurai '90;5500.0;Suzuki;1990-01-01;150000.0;1300.0;75.0;Βενζίνη;Manual;34
Toyota Celica '03 Facelift/Ελληνικης Αντιπρόσωπ.;17000.0;Toyota;2003-06-01;230200.0;1800.0;143.0;Βενζίνη;Manual;21
Suzuki Grand Vitara '05 Freestyle;6200.0;Suzuki;2005-09-01;240000.0;1995.0;130.0;Φυσικό αέριο(cng) - βενζίνη;Manual;19
Citroen C3 '19;11700.0;Citroen;2019-08-01;109800.0;1200.0;83.0;Βενζίνη;Manual;5
Audi S3 '07 DSG - 700hp - ΣΑΝ ΚΑΙΝΟΥΡΙΟ;21900.0;Audi;2007-01-01;147100.0;2000.0;700.0;Βενζίνη;Αυτόματο;17
Volkswagen Tiguan '14 2.0 tdi 4x4 DSG Αυτόματο;16890.0;Volkswagen;2014-02-01;130900.0;1981.0;192.0;Πετρέλαιο;Αυτόματο;10
Ford Courier '19 6ταχητο euro 6;11280.0;Ford;2019-08-01;158300.0;1500.0;95.0;Πετρέλαιο;Manual;5
Ford Tourneo Custom '16 L2  grand μακρυ 9θεσιο euro6;24850.0;Ford;2016-07-01;150000.0;2000.0;110.0;Πετρέλαιο;Manual;8
Mercedes-Benz Vito '18 Extra long grand L3H1 euro 6;18300.0;Mercedes-Benz;2018-04-01;170720.0;1600.0;98.0;Πετρέλαιο;Manual;6
Ford Transit Connect '16 6ταχητο 120hp euro 6;12800.0;Ford;2016-09-01;137700.0;1500.0;120.0;Πετρέλαιο;Manual;8
Ford Transit Connect '17 Maxi L2 συντήρηση θερμοθαλαμος;16500.0;Ford;2017-09-01;85767.0;1500.0;101.0;Πετρέλαιο;Manual;7
Opel Combo '17 Euro 6 full extra;10800.0;Opel;2017-01-01;113850.0;1300.0;95.0;Πετρέλαιο;Manual;7
Ford Transit Custom '16 Euro 6 ΔΕΝ ΠΛΗΡΩΝΕΙ ΦΠΑ;15900.0;Ford;2016-09-01;161000.0;2000.0;125.0;Πετρέλαιο;Manual;8
Audi TT '00;5000.0;Audi;2000-01-01;230000.0;1800.0;180.0;Βενζίνη;Αυτόματο;24
Bmw 730 '09 DIESEL;25400.0;Bmw;2009-11-01;159340.0;2990.0;320.0;Πετρέλαιο;Αυτόματο;15
Renault Clio '20 Rs.line;15990.0;Renault;2020-01-01;90900.0;1000.0;101.0;Βενζίνη;Manual;4
Lexus RX450 '11;14990.0;Lexus;2011-01-01;190000.0;3500.0;300.0;Υβριδικό βενζίνη;Αυτόματο;13
Mercedes-Benz GLE 500 '16 ΘΩΡΑΚΙΣΜΕΝΟ Β6 PLUS;79999.0;Mercedes-Benz;2016-05-01;120000.0;4663.0;480.0;Βενζίνη;Αυτόματο;8
Ford Connect '10 110Τ230;8500.0;Ford;2010-01-01;380000.0;1800.0;110.0;Πετρέλαιο;Manual;14
Volkswagen Golf '07 Tsi;5500.0;Volkswagen;2007-10-01;267500.0;1400.0;140.0;Βενζίνη;Manual;17
Volkswagen Golf '09  1.4 TSI Highline DSG (7-Gear);10200.0;Volkswagen;2009-11-01;139000.0;1400.0;122.0;Αέριο(lpg) - βενζίνη;Αυτόματο;15
Mazda RX-8 '09 Cosmo;7000.0;Mazda;2009-01-01;82050.0;1308.0;231.0;Βενζίνη;Manual;15
Toyota Avensis '09  1.6;7200.0;Toyota;2009-07-01;250000.0;1598.0;132.0;Βενζίνη;Manual;15
Mazda RX-8 '06;5000.0;Mazda;2006-07-01;109000.0;1308.0;192.0;Βενζίνη;Manual;18
Peugeot 106 '01 XL;1700.0;Peugeot;2001-07-01;204656.0;1124.0;62.0;Βενζίνη;Manual;23
Bmw 320 '05 E90 FACELIFT;7600.0;Bmw;2005-01-01;300000.0;1995.0;150.0;Βενζίνη;Αυτόματο;19
Toyota Corolla '19  2.0 Hybrid Team;26000.0;Toyota;2019-06-01;54679.0;2000.0;184.0;Υβριδικό βενζίνη;Αυτόματο;5
Hyundai i 30 '18 Fastback;17000.0;Hyundai;2018-11-01;73000.0;1000.0;125.0;Βενζίνη;Manual;6
Mercedes-Benz SLK 200 '06;14800.0;Mercedes-Benz;2006-07-01;150000.0;1800.0;210.0;Βενζίνη;Manual;18
Volkswagen Golf '10;7900.0;Volkswagen;2010-01-01;145000.0;1400.0;125.0;Βενζίνη;Manual;14
Citroen C2 '04  1.4 VTR;3499.0;Citroen;2004-09-01;234000.0;1360.0;80.0;Βενζίνη;Manual;20
Bmw 520 '12 Τιμή πολυτεκνου !!!  ΠΡΟΣΦΟΡΑ ΓΙΑ ΛΙΓΕΣ ΜΕΡΕΣ !!!;11600.0;Bmw;2012-10-01;165000.0;1995.0;186.0;Πετρέλαιο;Αυτόματο;12
Nissan X-Trail '15  1.6 dCi AUTOМАТ NAVI Τιμή Πολύτεκνου 14000!!!;18000.0;Nissan;2015-09-01;140000.0;1600.0;130.0;Πετρέλαιο;Αυτόματο;9
Toyota Auris '16;13700.0;Toyota;2016-07-01;139000.0;1364.0;90.0;Πετρέλαιο;Manual;8
Renault Twingo '17;11500.0;Renault;2017-05-01;23000.0;999.0;71.0;Βενζίνη;Αυτόματο;7
Audi A4 '04;2800.0;Audi;2004-02-01;451000.0;1600.0;102.0;Αέριο(lpg) - βενζίνη;Manual;20
Citroen DS-3 '10;8900.0;Citroen;2010-04-01;84840.0;1598.0;156.0;Βενζίνη;Manual;14
Ford C-Max '07  1.6 Ambiente;5000.0;Ford;2007-08-01;128000.0;1596.0;115.0;Βενζίνη;Manual;17
Mercedes-Benz C 200 '07 Avantgarde;14500.0;Mercedes-Benz;2007-10-01;240000.0;1800.0;184.0;Αέριο(lpg) - βενζίνη;Αυτόματο;17
Kia Sportage '07 ΝΕΟΣ ΚΙΝΗΤΗΡΑΣ 80.000 ΧΛΜ;6500.0;Kia;2007-08-01;80000.0;2000.0;144.0;Αέριο(lpg) - βενζίνη;Manual;17
Mercedes-Benz E 200 '03;9999.0;Mercedes-Benz;2003-11-01;565000.0;1800.0;163.0;Αέριο(lpg) - βενζίνη;Αυτόματο;21
Seat Arona '20 1.0 TGI Style;15399.0;Seat;2020-01-01;54200.0;999.0;90.0;Φυσικό αέριο(cng) - βενζίνη;Manual;4
Skoda Karoq '20  1.6 TDI SCR Active;21000.0;Skoda;2020-04-01;91000.0;1596.0;116.0;Βενζίνη;Manual;4
Renault Megane '17  Energy business;18900.0;Renault;2017-03-01;125000.0;1461.0;110.0;Πετρέλαιο;Αυτόματο;7
Bmw X3 '14  xDrive20d Edition Exclusive;24900.0;Bmw;2014-08-01;176000.0;1995.0;184.0;Πετρέλαιο;Αυτόματο;10
Smart ForTwo '10;6300.0;Smart;2010-03-01;130945.0;999.0;71.0;Βενζίνη;Αυτόματο;14
Opel Corsa '04;2990.0;Opel;2004-09-01;185000.0;1199.0;80.0;Βενζίνη;Manual;20
Fiat Cinquecento '92;1450.0;Fiat;1992-01-01;212000.0;900.0;45.0;Βενζίνη;Manual;32
Suzuki Splash '08 DDIS 1.3 DIESEL TURBO;5900.0;Suzuki;2008-05-01;195000.0;1250.0;80.0;Πετρέλαιο;Manual;16
Mercedes-Benz GLE 350 '16;60000.0;Mercedes-Benz;2016-01-01;134000.0;3000.0;258.0;Πετρέλαιο;Αυτόματο;8
Opel Corsa '15 1.3 CDTI Color Edition - 6TAXYTO;9700.0;Opel;2015-06-01;161000.0;1248.0;95.0;Πετρέλαιο;Manual;9
Kia Picanto '18 1.2 GT line full extra έκδοση;12400.0;Kia;2018-09-01;83500.0;1248.0;85.0;Βενζίνη;Manual;6
Bmw 316 '09 FACELIFT;10800.0;Bmw;2009-12-01;175000.0;1600.0;122.0;Βενζίνη;Manual;15
Nissan Primera '03 P12;4200.0;Nissan;2003-05-01;146000.0;1600.0;108.0;Βενζίνη;Manual;21
Citroen C3 '21  PureTech 83 Stop&Start Shine;13800.0;Citroen;2021-04-01;23400.0;1199.0;83.0;Βενζίνη;Manual;3
Bmw 320 '09  Coupé;10000.0;Bmw;2009-03-01;148000.0;1998.0;170.0;Βενζίνη;Manual;15
Nissan Almera '98;1800.0;Nissan;1998-01-01;352462.0;1400.0;90.0;Βενζίνη;Manual;26
Citroen Saxo '01  1.4 VTS;950.0;Citroen;2001-01-01;332568.0;1400.0;75.0;Βενζίνη;Manual;23
Opel Corsa '15 COLOR EDITION - 6TAXYTO;9700.0;Opel;2015-06-01;161000.0;1248.0;95.0;Πετρέλαιο;Manual;9
Land Rover Range Rover '98 P38 4,6 HSI ΠΛΗΡ/ΝΑ ΤΕΛΗ 2Ο24;9400.0;Land-Rover;1998-03-01;233450.0;4554.0;231.0;Βενζίνη;Αυτόματο;26
Volkswagen Golf '95 iii GTD 105€ τέλη κυκλοφορίας;8000.0;Volkswagen;1995-05-01;265600.0;1900.0;90.0;Πετρέλαιο;Manual;29
Toyota Yaris '20  1.0 Comfort;13700.0;Toyota;2020-06-01;40016.0;1000.0;72.0;Βενζίνη;Manual;4
Volkswagen Golf '95 iii GTD 105€ τέλη κυκλοφορίας;8000.0;Volkswagen;1995-05-01;265600.0;1900.0;90.0;Πετρέλαιο;Manual;29
Bmw 316 '08 E92;12500.0;Bmw;2008-01-01;227000.0;1600.0;122.0;Βενζίνη;Manual;16
Mini ONE '12;7600.0;Mini-Cooper;2012-06-01;130000.0;1600.0;120.0;Βενζίνη;Manual;12
Toyota C-HR '19  1.8 Hybrid CHIC;22000.0;Toyota;2019-03-01;120000.0;1798.0;122.0;Βενζίνη;Αυτόματο;5
Opel Astra '17   ΑΡΙΣΤΟ FULL EXTRA ΙΔΙΩΤΗΣ;11300.0;Opel;2017-01-01;178500.0;1598.0;110.0;Πετρέλαιο;Manual;7
Opel Astra '16  Sports Tourer 1.6 CDTI Active;12999.0;Opel;2016-06-01;114000.0;1598.0;136.0;Πετρέλαιο;Manual;8
Nissan X-Trail '18  1.6 dCi N-CONNECTA XTronic;26500.0;Nissan;2018-01-01;105000.0;1598.0;130.0;Πετρέλαιο;Αυτόματο;6
Mercedes-Benz Vito '21 LONG Maybach edition x2 πορτες;21000.0;Mercedes-Benz;2021-05-01;35000.0;2000.0;150.0;Πετρέλαιο;Αυτόματο;3
Skoda Karoq '20;16700.0;Skoda;2020-07-01;125000.0;1600.0;115.0;Πετρέλαιο;Manual;4
Volkswagen Golf '06 DIESEL;6500.0;Volkswagen;2006-01-01;140053.0;1968.0;130.0;Πετρέλαιο;Manual;18
Renault Grand Scenic '14 Panorama full extra 1.6 dci;11700.0;Renault;2014-12-01;139000.0;1600.0;130.0;Πετρέλαιο;Manual;10
Land Rover Range Rover Sport '15 DIESEL;59990.0;Land-Rover;2015-06-01;139835.0;3000.0;268.0;Πετρέλαιο;Αυτόματο;9
Nissan Qashqai '18  1.2 DIG-T N-CONNECTA;18000.0;Nissan;2018-09-01;85000.0;1197.0;118.0;Βενζίνη;Αυτόματο;6
Mercedes-Benz A 170 '04  CDI Piccadilly Elegance long;3990.0;Mercedes-Benz;2004-01-01;145321.0;1700.0;100.0;Πετρέλαιο;Manual;20
Mercedes-Benz GLA 180 '16 AMG;27500.0;Mercedes-Benz;2016-01-01;122500.0;1500.0;140.0;Πετρέλαιο;Αυτόματο;8
Volkswagen Touran '07 AUTOMATIC DSG;6990.0;Volkswagen;2007-01-01;126083.0;1896.0;140.0;Πετρέλαιο;Αυτόματο;17
Opel Vectra '05;3990.0;Opel;2005-01-01;187056.0;2200.0;140.0;Πετρέλαιο;Manual;19
Jaguar X-Type '06 DIESEL 6Sp;6990.0;Jaguar;2006-01-01;138076.0;1940.0;130.0;Πετρέλαιο;Manual;18
Toyota Aygo '08;5500.0;Toyota;2008-01-01;162345.0;998.0;70.0;Βενζίνη;Manual;16
Renault Megane '18 EURO6 NAVI FULL EXTRA;15690.0;Renault;2018-01-01;98870.0;1500.0;116.0;Πετρέλαιο;Manual;6
Volkswagen Passat '11;10900.0;Volkswagen;2011-01-01;58076.0;1984.0;150.0;Πετρέλαιο;Manual;13
Peugeot 308 '15 E-HDI START-STOP ECO 130 HP;12900.0;Peugeot;2015-12-01;185612.0;1600.0;130.0;Πετρέλαιο;Manual;9
Citroen C3 '16 fULL EXTRA ME SERVIS;9940.0;Citroen;2016-06-01;77600.0;1200.0;85.0;Βενζίνη;Manual;8
Nissan Micra '21 Ιδιώτης;13250.0;Nissan;2021-01-01;24500.0;999.0;101.0;Βενζίνη;Manual;3
Volkswagen Passat '11;10900.0;Volkswagen;2011-01-01;58076.0;1984.0;150.0;Πετρέλαιο;Manual;13
Peugeot 308 '15 E-HDI START-STOP ECO 130 HP;12900.0;Peugeot;2015-12-01;185612.0;1600.0;130.0;Πετρέλαιο;Manual;9
Bmw 730 '07 DIESEL EXCLUSIVE EDITION;27900.0;Bmw;2007-01-01;98765.0;3000.0;258.0;Πετρέλαιο;Αυτόματο;17
Mercedes-Benz CLA 220 '14 AMG 7G-DCT Panorama 2014;28500.0;Mercedes-Benz;2014-07-01;164419.0;2143.0;170.0;Πετρέλαιο;Αυτόματο;10
Peugeot 206 '05;1750.0;Peugeot;2005-01-01;203000.0;1100.0;65.0;Βενζίνη;Ημιαυτόματο;19
Volkswagen Golf '11 R-line;13300.0;Volkswagen;2011-02-01;165000.0;1400.0;220.0;Βενζίνη;Αυτόματο;13
Volkswagen Polo '19 R-line;22000.0;Volkswagen;2019-11-01;13000.0;1000.0;115.0;Βενζίνη;Manual;5
Bmw 316 '03 ti Mpack;6000.0;Bmw;2003-11-01;285000.0;1596.0;115.0;Βενζίνη;Manual;21
Mercedes-Benz GLA 45AMG '15 ΠΑΝΟΡΑΜΑ ΚΑΤΑΣΤΑΣΗ ΕΞΑΙΡΕΤΙΚΗ SERVICE;37000.0;Mercedes-Benz;2015-09-01;79958.0;1991.0;428.0;Βενζίνη;Αυτόματο;9
Volkswagen Touran '17 ADVANCED LED ΦΩΤΑ MIRROR-LINK ΕΛΛΗΝΙΚΟ;18200.0;Volkswagen;2017-05-01;98403.0;1598.0;115.0;Πετρέλαιο;Manual;7
Volvo XC 60 '17 SUMMUM ΠΑΝΟΡΑΜΑ ΔΕΡΜΑ SERVICE VOLVO;26900.0;Volvo;2017-04-01;107548.0;1969.0;190.0;Πετρέλαιο;Αυτόματο;7
Volkswagen Tiguan '19 ΕΛΛΗΝΙΚΟ ΑΥΤΟΜΑΤΟ ΣΕΡΒΙΣ VW;22800.0;Volkswagen;2019-08-01;80575.0;1498.0;150.0;Βενζίνη;Αυτόματο;5
Skoda Karoq '19 ΕΛΛΗΝΙΚΟ ΣΕΡΒΙΣ ΑΝΤΙΠΡΟΣΩΠΕΙΑΣ ΑΡΙΣΤΟ;18400.0;Skoda;2019-12-01;79098.0;1598.0;115.0;Πετρέλαιο;Manual;5
Bmw 525 '19 LUXURY  ΟΡΟΦΗ ΗΛΙΟΥ HARMAN CARDON ΕΛΛΗΝΙΚΟ;39800.0;Bmw;2019-01-01;74549.0;1995.0;231.0;Πετρέλαιο;Αυτόματο;5
Mercedes-Benz SLK 250 '11 ΕΛΛΗΝΙΚΟ ΠΛΗΡΕΣ ΑΡΧΕΙΟ SERVICE AYTOMATO;26900.0;Mercedes-Benz;2011-07-01;89219.0;1796.0;204.0;Βενζίνη;Αυτόματο;13
Fiat X 1/9 '85 ΠΡΩΤΟΣ ΙΔΙΟΚΤΗΤΗΣ ΑΡΙΣΤΟ!!!;12000.0;Fiat;1985-04-01;114596.0;1500.0;86.0;Βενζίνη;Manual;39
Bmw X3 '21 ΠΑΝΟΡΑΜΑ X-LINE NAVI  ΔΕΡΜΑ ΜΠΕΖ 292PS ΕΛΛΗΝΙΚΟ;49800.0;Bmw;2021-05-01;46382.0;1998.0;292.0;Υβριδικό plug-in βενζίνη;Αυτόματο;3
Volkswagen Golf '20 ΑΜΒΙΕΝΤ LIGHTING CLIMA GOLF 8;17800.0;Volkswagen;2020-10-01;93456.0;1498.0;130.0;Βενζίνη;Manual;4
Skoda Karoq '20 FACELIFT MIRRORLINK  ΕΛΛΗΝΙΚΟ ΣΕΡΒΙΣ SKODA;18900.0;Skoda;2020-12-01;82717.0;1598.0;115.0;Πετρέλαιο;Manual;4
Bmw 420 '14 ΟΡΟΦΗ Μ-PACK ΧΕΝΟΝ  ΜΝΗΜΕΣ NAVI ΕΛΛΗΝΙΚΟ;32900.0;Bmw;2014-09-01;35813.0;1995.0;184.0;Πετρέλαιο;Αυτόματο;10
Mini Countryman '19 AYTOMATO NAVI ΕΛΛΗΝΙΚΟ ΑΡΙΣΤΟ;22800.0;Mini-Cooper;2019-06-01;64729.0;1499.0;136.0;Βενζίνη;Αυτόματο;5
Volkswagen Golf '19 R-LINE ΑΥΤΟΜΑΤΟ  ΣΑΝ ΚΑΙΝΟΥΡΓΙΟ 18.002 ΧΙΛΙΟΜΕΤΡΑ;20000.0;Volkswagen;2019-08-01;18002.0;999.0;115.0;Βενζίνη;Αυτόματο;5
Bmw X5 '16 XDRIVE 2.5D FACELIFT 231HP !!!!!!;37999.0;Bmw;2016-06-01;129000.0;2000.0;231.0;Πετρέλαιο;Αυτόματο;8
Kia Sportage '22 1.6cc 180ps 7DCT 48V MILD HYBRID TITANIUM;31500.0;Kia;2022-02-01;28500.0;1600.0;180.0;Υβριδικό βενζίνη;Αυτόματο;2
Mini Clubman '18 ΑΥΤΟΜΑΤΟ ΕΝΑΣ ΙΔΙΟΚΤΗΤΗΣ ΣΕΡΒΙΣ ΑΝΤΙΠΡΟΣΩΠΕΙΑΣ;19900.0;Mini-Cooper;2018-09-01;46446.0;1496.0;115.0;Πετρέλαιο;Αυτόματο;6
Volkswagen T-Roc '19 14.471 ΚΜ ΚΑΙΝΟΥΡΓΙΟ!!EXPERIENCE DSG NAVI ΕΛΛΗΝΙΚΟ;24800.0;Volkswagen;2019-04-01;14471.0;1498.0;150.0;Βενζίνη;Αυτόματο;5
Bmw X1 '18 XLINE XENON 18'' ΖΑΝΤΕΣ ΕΛΛΗΝΙΚΟ;26800.0;Bmw;2018-04-01;62529.0;1498.0;140.0;Βενζίνη;Αυτόματο;6
Kia Rio '04 ΕΛΛΗΝΙΚΟ ΒΟΟΚ 1 ΧΕΡΙ ΔΟΣΕΙΣ ΜΕ ΚΑΡΤΑ ΑΡΙΣΤΟ;1990.0;Kia;2004-01-01;204000.0;1343.0;90.0;Βενζίνη;Manual;20
Nissan King Cab '92 ΕΛΛΗΝΙΚΟ ΧΩΡΙΣ ΣΚΟΥΡΙΕΣ;7000.0;Nissan;1992-01-01;174000.0;2400.0;100.0;Βενζίνη;Manual;32
Suzuki Swift '08 Sport Άριστο;6200.0;Suzuki;2008-01-01;107000.0;1600.0;125.0;Βενζίνη;Manual;16
Nissan Micra '98 FULL EXTRA Έκδοση άριστο;2500.0;Nissan;1998-01-01;150000.0;1250.0;80.0;Βενζίνη;Manual;26
Mercedes-Benz A 200 '18  7G-DCT;26950.0;Mercedes-Benz;2018-12-01;91200.0;1332.0;163.0;Βενζίνη;Αυτόματο;6
Mercedes-Benz E 500 '03  Elegance 4MATIC;10900.0;Mercedes-Benz;2003-10-01;205000.0;4966.0;306.0;Βενζίνη;Αυτόματο;21
Volkswagen Polo '07;4600.0;Volkswagen;2007-12-01;200000.0;1199.0;75.0;Βενζίνη;Manual;17
Volkswagen Up '12 1.0 12v 75hp;5500.0;Volkswagen;2012-11-01;205000.0;1000.0;75.0;Βενζίνη;Manual;12
Volkswagen Golf '07 TSI Sportline;8000.0;Volkswagen;2007-03-01;214700.0;1390.0;210.0;Βενζίνη;Manual;17
Volkswagen Scirocco '09;14500.0;Volkswagen;2009-01-01;203000.0;1400.0;250.0;Βενζίνη;Manual;15
Mini Countryman '20 John cooper works panorama;51000.0;Mini-Cooper;2020-09-01;49000.0;1998.0;306.0;Βενζίνη;Αυτόματο;4
Mini Paceman '15 John cooper works;25000.0;Mini-Cooper;2015-04-01;175000.0;1600.0;218.0;Βενζίνη;Manual;9
Toyota Starlet '99 Primo;2500.0;Toyota;1999-10-01;300000.0;1300.0;82.0;Βενζίνη;Ημιαυτόματο;25
Suzuki Celerio '18;10000.0;Suzuki;2018-08-01;20525.0;998.0;68.0;Βενζίνη;Manual;6
Hyundai i 20 '18;12000.0;Hyundai;2018-12-01;32715.0;1248.0;84.0;Βενζίνη;Manual;6
Toyota Yaris '15 euro6 4 πόρτο 1000cc Προσφορά για λίγες μέρες;8500.0;Toyota;2015-06-01;134000.0;998.0;75.0;Βενζίνη;Manual;9
Ford C-Max '07  1.6 Ambiente;5000.0;Ford;2007-08-01;128000.0;1596.0;115.0;Βενζίνη;Manual;17
Hyundai i 20 '18  Active 1.4 Edition;15800.0;Hyundai;2018-06-01;60000.0;1400.0;90.0;Πετρέλαιο;Manual;6
Hyundai i 20 '17 1.4 Active Edition;14500.0;Hyundai;2017-09-01;90400.0;1400.0;90.0;Πετρέλαιο;Manual;7
Bmw X4 M '17 M sport xDrive 20d;40000.0;Bmw;2017-01-01;18000.0;2000.0;190.0;Πετρέλαιο;Αυτόματο;7
Hyundai i 30 '17 1.4 Sport;14000.0;Hyundai;2017-09-01;80800.0;1353.0;101.0;Βενζίνη;Manual;7
Hyundai i 30 '16 Passion;13500.0;Hyundai;2016-10-01;79600.0;1600.0;110.0;Πετρέλαιο;Manual;8
Ford C-Max '05;3500.0;Ford;2005-08-01;190000.0;1600.0;115.0;Βενζίνη;Manual;19
Renault Kangoo '12 Αναπηρικό ΑΜΕΑ;13000.0;Renault;2012-09-01;232000.0;1500.0;90.0;Πετρέλαιο;Manual;12
Hyundai i 10 '19 Edition;10000.0;Hyundai;2019-08-01;80000.0;998.0;67.0;Βενζίνη;Manual;5
Renault Kangoo '15;12800.0;Renault;2015-07-01;79000.0;1200.0;114.0;Βενζίνη;Manual;9
Fiat Grande Punto '08 1.4 16V 95 HP;3600.0;Fiat;2008-04-01;230000.0;1400.0;95.0;Βενζίνη;Manual;16
Fiat Punto Evo '11;6200.0;Fiat;2011-11-01;169299.0;1300.0;95.0;Πετρέλαιο;Manual;13
Peugeot 307 '02;1000.0;Peugeot;2002-05-01;235000.0;1587.0;109.0;Βενζίνη;Manual;22
Peugeot 2008 '19 1.5 BlueHDi 100 GT Line;16000.0;Peugeot;2019-08-01;105329.0;1499.0;100.0;Πετρέλαιο;Manual;5
Jeep Grand Cherokee '04 WJ;10000.0;Jeep;2004-01-01;197000.0;2700.0;163.0;Πετρέλαιο;Αυτόματο;20
Audi A3 '03;3450.0;Audi;2003-01-01;247000.0;1800.0;180.0;Βενζίνη;Manual;21
Ford Escort '97;1600.0;Ford;1997-01-01;200000.0;1400.0;70.0;Βενζίνη;Manual;27
Citroen C3 '13 diesel - Ελληνικό;6650.0;Citroen;2013-01-01;206000.0;1400.0;70.0;Πετρέλαιο;Manual;11
Opel Astra '21 ELEGANCE DIESEL ΕΛΛΗΝΙΚΟ/BOOK SERVISE;15990.0;Opel;2021-03-01;67330.0;1500.0;105.0;Πετρέλαιο;Manual;3
Toyota Yaris '20 Hybrid ΕΛΛΗΝΙΚΟ ΕΓΓΥΗΣΗ NAVI/CAMERA;14999.0;Toyota;2020-04-01;77852.0;1500.0;101.0;Υβριδικό βενζίνη;Αυτόματο;4
Toyota Aygo '16 X-PLAY ΕΛΛΗΝΙΚΟ/Βιβλιο σερβις/Με ΦΠΑ;6990.0;Toyota;2016-09-01;204120.0;998.0;68.0;Βενζίνη;Manual;8
Renault Clio '18 Ελληνικής Αντιπροσωπείας Navi;9990.0;Renault;2018-03-01;104363.0;1500.0;75.0;Πετρέλαιο;Manual;6
Toyota Land Cruiser '01 Land Cruiser 100 4.7 V8 50th Anniversary Automatic;19900.0;Toyota;2001-01-01;269931.0;4700.0;235.0;Βενζίνη;Αυτόματο;23
Citroen C3 '19 BlueHDI 100 S&S 35.000 χλμ ΙΔΙΩΤΗΣ ΕΥΚΑΙΡΙΑ!;13450.0;Citroen;2019-07-01;35000.0;1500.0;100.0;Πετρέλαιο;Manual;5
Renault Captur '19 Ελληνικής Αντιπροσωπείας Navi/BOOK SERVICE;13990.0;Renault;2019-04-01;102711.0;1500.0;90.0;Πετρέλαιο;Manual;5
Volkswagen Golf '18  GTE DSG;19990.0;Volkswagen;2018-02-01;150000.0;1395.0;204.0;Υβριδικό plug-in βενζίνη;Αυτόματο;6
Audi A5 '10  Sportback 2.0 tfsi quattro;17000.0;Audi;2010-08-01;230000.0;2000.0;330.0;Βενζίνη;Manual;14
Opel Corsa '22 ΜΗΔΕΝΙΚΑ ΤΕΛΗ Ελληνικής Αντιπροσωπείας βιβλίο .;13990.0;Opel;2022-03-01;65542.0;1500.0;101.0;Πετρέλαιο;Manual;2
Jeep Renegade '20  Night eagle . Ηλεκτρική οροφή;19990.0;Jeep;2020-05-01;75000.0;999.0;120.0;Βενζίνη;Manual;4
Toyota Aygo '19   VVT-i X-Play;10500.0;Toyota;2019-01-01;59732.0;998.0;72.0;Βενζίνη;Manual;5
Renault Clio '20 1.0 TCe;12990.0;Renault;2020-02-01;37066.0;1000.0;75.0;Βενζίνη;Manual;4
Citroen C3 '20 ΕΛΛΗΝΙΚΟ/Βιβλιο σερβις;11250.0;Citroen;2020-01-01;19805.0;1000.0;82.0;Βενζίνη;Manual;4
Toyota C-HR '19 Hybrid ΕΛΛΗΝΙΚΟ ΜΕ ΕΓΓΥΗΣΗ;18900.0;Toyota;2019-01-01;111094.0;1800.0;122.0;Υβριδικό βενζίνη;Αυτόματο;5
Mini Cooper S '06 COOPER S;6490.0;Mini-Cooper;2006-02-01;163400.0;1600.0;170.0;Βενζίνη;Manual;18
Mercedes-Benz A 160 '03;4800.0;Mercedes-Benz;2003-11-01;167000.0;1600.0;120.0;Βενζίνη;Αυτόματο;21
Citroen C3 '19;13500.0;Citroen;2019-11-01;86000.0;1499.0;100.0;Πετρέλαιο;Manual;5
Ford Fiesta '09;6300.0;Ford;2009-01-01;228000.0;1400.0;85.0;Πετρέλαιο;Manual;15
Dacia Sandero '17 STEPWAY TURBO;11000.0;Dacia;2017-07-01;130000.0;898.0;90.0;Βενζίνη;Manual;7
Dacia Duster '16;12200.0;Dacia;2016-03-01;130000.0;1200.0;125.0;Βενζίνη;Manual;8
Mercedes-Benz ML 350 '06;16000.0;Mercedes-Benz;2006-08-01;151000.0;3498.0;272.0;Βενζίνη;Αυτόματο;18
Opel Astra '11 Sports Tourer 1.3 CDTI turbo;9000.0;Opel;2011-10-01;266000.0;1300.0;95.0;Πετρέλαιο;Manual;13
Fiat Doblo '13 DIESEL ΙΣΟΘΕΡΜΙΚΟΣ ΘΑΛΑΜΟΣ!!ΓΡΑΜΜΑΤΙΑ!!;11500.0;Fiat;2013-10-01;82000.0;1300.0;90.0;Πετρέλαιο;Manual;11
Volkswagen Caddy '16 MAXI EURO6!!ΓΡΑΜΜΑΤΙΑ!!!;14400.0;Volkswagen;2016-10-01;180000.0;1600.0;102.0;Πετρέλαιο;Manual;8
Renault Kangoo '19 MAXI EURO6 6TAXYTO!!ΓΡΑΜΜΑΤΙΑ!!;13800.0;Renault;2019-02-01;140000.0;1500.0;110.0;Πετρέλαιο;Manual;5
Renault Kangoo '18 MAXI EURO6!!ΓΡΑΜΜΑΤΙΑ!!!;12950.0;Renault;2018-04-01;136000.0;1500.0;90.0;Πετρέλαιο;Manual;6
